ID,ascending10otherwise,age,gender,Date,Condition,DS,AC,ACIR,ACSR,IR.1,IR.2,IR.3,IR.4,IR.5,IR.6,IR.7,IR.8,IR.9,IR.10,SR.1,SR.2,SR.3,SR.4,SR.5,SR.6,SR.7,SR.8,SR.9,SR.10,BeforeDV,AfterDV,DataCollection,ConditionFactor,Exc,difference,filter_$
LS1,0,18,2 Male,11/22/2016,Using,1,A head full of dreams,5,5,1989,Legend,In the lonely hour,Communion,A head full of dreams,If I can dream,Lemonade,I like it when you sleep for you are so,25,Blurryface,1989,Legend,In the lonely hour,If i can dream,A head full of dreams,Communion,Lemonade,I like it when you sleep for you are so,25,Blurryface,-1,1,1,1,0,2,1
LS10,1,18,2 Male,11/28/2016,Using,1,If I can dream,5,5,A moon shaped pool,Blackstar,Nothing has changed,Best of bowie,If I can dream,Chaos and the calm,The very best of Prince,Charleur humaine,I cry when I laugh,Legend,A moon shaped pool,Blackstar,Nothing has changed,Best of bowie,If I can dream,The very best of,Chaos and the calm,Charleur humaine,I cry when I laugh,Legend,-1,-2,1,1,0,-1,1
LS100,0,20,1 Female,2/6/2017,Examining,1,Made in the AM,5,3,purpose,nine track mind,chaos and the calm,this is acting,made in the am,a head full of dreams,best of bowie,if i can dream,delirium,in the lonely hour,purpose,nine track mind,made in the am,this is acting,chaos and the calm,a head full of dreams,best of bowie,if i can dream,delirium,In the lonely hour,-1,-3,1,0,0,-2,1
LS101,0,18,1 Female,2/6/2017,Using,1,If i can dream,5,5,legend,delirium,chaos and the calm,this is acting,if i can dream,nine track mind,1989,i like it when you sleep for you are so,the very best of prince,best of bowie,delirium,chaos and the calm,legend,this is acting,if i can dream,1989,nine track mind,the very best of prince,best of bowie,i like it when you sleep for you are so,-1,-2,1,1,0,-1,1
LS102,1,18,1 Female,2/6/2017,Using,1,Lemonade,5,7,i like it when you sleep for you are so,in the lonely hour,beauty behind the madness,chaos and the calm,lemonade,views,25,anti,a head full of dreams,this is acting,in the lonely hour,chaos and the calm,i like it when you sleep for you are so,beauty behind the madness,this is acting,anti,lemonade,a head full of dreams,25,views,-1,-3,1,1,0,-2,1
LS103,1,18,1 Female,2/6/2017,Using,1,Chaos and the calm,5,4,a head full of dreams,purpose,i like it when you sleep for you are so,if i can dream,chaos and the calm,blurry face,legend,nine track mind,in the lonely hour,beauty behind the madness,a head full of dreams,nine track mind,purpose,chaos and the calm,i like it when you sleep for you are so,legend,if i can dream,in the lonely hour,beauty behind the madness,blurry face,-1,-6,1,1,0,-5,1
LS104,1,18,1 Female,2/7/2017,Using,1,X,5,4,this is acting,25,the very best of prince,1989,x,in the lonely hour,nine track mind,made in the am,blurry face,if i can dream,this is acting,25,the very best of prince,x,in the lonely hour,blurry face,1989,nine track mind,made in the am,if i can dream,-1,-1,1,1,0,0,1
LS105,1,18,1 Female,2/7/2017,Using,1,In the lonely hour,6,2,views,25,purpose,anti,I like if when you sleep for you are so,in the lonely hour,beauty behind the madness,lemonade,a moon shaped pool,this is acting,anti,in the lonely hour,lemonade,purpose,25,i like it when you sleep for you are so,beauty behind the madness,views,a moon shaped pool,this is acting,1,-4,1,1,0,-5,1
LS106,1,19,1 Female,2/7/2017,Using,1,A head full of dreams,5,4,views,lemonade,25,a moon shaped pool,a head full of dreams,chaos and the calm,the very best of,legend,in the lonely hour,nine track mind,lemonade,views,25,a head full of dreams,a moon shaped pool,chaos and the calm,in the lonely hour,the very best of prince,legend,nine track mind,-1,-2,1,1,0,-1,1
LS107,1,19,2 Male,2/7/2017,Using,1,Best of bowie,6,6,a head full of dreams,legend,if i can dream,the very best of prince,nothing has changed,best of bowie,a moon shaped pool,nine track mind,in the lonely hour,50,a head full of dreams,legend,if i can dream,the very best of prince,nothing has changed,best of bowie,a moon shaped pool,nine track mind,in the lonely hour,50,1,1,1,1,0,0,1
LS108,1,20,1 Female,2/7/2017,Using,1,Beauty behind the madness,6,5,get weird,made in the am,if i can dream,this is acting,delirium,beauty behind the madness,i cry when i laugh,communion,50,charleur humaine,get weird,made in the am,if i can dream,this is acting,beauty behind the madness,delirium,i cry when i laugh,communion,50,charleur humaine,1,-1,1,1,0,-2,1
LS109,0,28,2 Male,2/7/2017,Using,1,All over the world,5,3,the very best of prince,blackstar,a moon shaped pool,blurry face,all over the world,if i can dream,this is acting,25,lemonade,anti,the very best of prince,blackstar,all over the world,if i can dream,a moon shaped pool,this is acting,blurry face,lemonade,25,anti,-1,-1,1,1,0,0,1
LS11,0,19,1 Female,11/28/2016,Examining,1,Beauty behind the madness,5,4,Chaos and the calm,A head full of dreams,Anti,The very best of,Beauty behind the madness,Purpose,This is acting,In the lonely hour,Blurry face,Communion,A head full of dreams,Chaos and the calm,This is acting,Beauty behind the madness,Anti,The very best of,Blurry face,Purpose,In the lonely hour,Communion,-1,-4,1,0,0,-3,1
LS110,1, , ,2/8/2017,Using,1,Made in the am,5,3,x,blurry face,a head full of dreams,25,made in the am,1989,if i can dream,in the lonely hour,legend,lemonade,x,blurry face,made in the am,a head full of dreams,25,legend,1989,if i can dream,in the lonely hour,lemonade,-1,-4,1,1,0,-3,1
LS111,1,18,1 Female,2/8/2017,Examining,1,A moon shaped pool,5,5,legend,if i can dream,25,views,a moon shaped pool,blurry face,lemonade,all over the world,nine track mind,1989,legend,if i can dream,views,25,a moon shaped pool,lemonade,blurry face,nine track mind,all over the world,1989,-1,-2,1,0,0,-1,1
LS112,0,19,1 Female,2/8/2017,Examining,1,Views,5,4,lemonade,charleur humaine,chaos and the calm,delirium,views,this is acting,i cry when i laugh,anti,beauty behind the madness,in the lonely hour,lemonade,charleur humaine,chaos and the calm,views,delirium,this is acting,beauty behind the madness,anti,in the lonely hour,i cry when i laugh,-1,-2,1,0,0,-1,1
LS113,1,18,1 Female,2/8/2017,Examining,1,1989,5,4,views,lemonade,anti,beauty behind the madness,1989,25,x,blurry face,purpose,delirium,views,lemonade,anti,1989,beauty behind the madness,25,blurry face,x,purpose,delirium,-1,-2,1,0,0,-1,1
LS114,0,18,2 Male,2/9/2017,Examining,1,Communion,5,3,a head full of dreams,i like it when you sleep for you are so,beauty behind the madness,blurry face,communion,views,a moon shaped pool,this is acting,best of bowie,1989,i like it when you sleep for you are so,a head full of dreams,communion,blurry face,beauty behind the madness,views,a moon shaped pool,this is acting,best of bowie,1989,-1,-3,1,0,0,-2,1
LS115,1,19,1 Female,2/9/2017,Examining,1,Beauty behind the madness,6,3,in the lonely hour,views,blurry face,a head full of dreams,delirium,beauty behind the madness,chaos and the calm,nine track mind,25,lemonade,in the lonely hour,views,beauty behind the madness,a head full of dreams,delirium,blurry face,chaos and the calm,nine track mind,25,lemonade,1,-2,1,0,0,-3,1
LS116,1,19,1 Female,2/9/2017,Examining,1,Beauty behind the madness,6,5,communion,x,chaos and the calm,lemonade,i cry when i laugh,beauty behind the madness,blurry face,anti,25,in the lonely hour,communion,x,chaos and the calm,lemonade,beauty behind the madness,i cry when i laugh,anti,blurry face,25,in the lonely hour,1,-1,1,0,0,-2,1
LS117,1,20,1 Female,2/9/2017,Examining,1,Delirium,5,5,chaos and the calm,lemonade,this is acting,i like it when you sleep for you are so,delirium,x,best of bowie,a head full of dreams,the very best of prince,anti,chaos and the calm,lemonade,this is acting,i like it when you sleep for you are so,delirium,x,best of bowie,a head full of dreams,the very best of prince,anti,-1,-1,1,0,0,0,1
LS118,1,18,2 Male,2/9/2017,Examining,1,Purpose,5,5,25,in the lonely hour,a head full of dreams,lemonade,purpose,made in the am,a moon shaped pool,communion,views,this is acting,a head full of dreams,25,in the lonely hour,lemonade,purpose,made in the am,a moon shaped pool,communion,views,this is acting,-1,-1,1,0,0,0,1
LS119,0,19,1 Female,2/9/2017,Examining,1,Purpose,6,4,25,blurry face,a head full of dreams,1989,made in the am,purpose,legend,this is acting,delirium,nine track mind,blurry face,a head full of dreams,25,purpose,1989,legend,made in the am,this is acting,delirium,nine track mind,1,-3,1,0,0,-4,1
LS12,1,20,1 Female,11/28/2016,Examining,1,Nothing has changed,5,4,Lemonade,The very best of Prince,Chaleur humaine,Blurry face,Nothing has changed,I cry when I laugh,Delirium,Beauty behind the madness,All over the world,Views,Chaleur humaine,Lemonade,The very best of,Nothing has changed,I cry when I laugh,Delirium,Blurry face,Beauty behind the madness,All over the world,Views,-1,-1,1,0,0,0,1
LS120,1,19,2 Male,2/9/2017,Examining,1,Legend,5,5,blurry face,a head full of dreams,beauty behind the madness,delirium,legend,views,x,a moon shaped pool,nothing has changed,25,blurry face,a head full of dreams,beauty behind the madness,delirium,legend,views,x,nothing has changed,a moon shaped pool,25,-1,-1,1,0,0,0,1
LS121,0,19,2 Male,2/9/2017,Using,1,This is acting,5,6,i like it when you sleep for you are so,chaos and the calm,a head full of dreams,made in the am,this is acting,purpose,blurry face,x,nine track mind,beauty behind the madness,i like it when you sleep for you are so,chaos and the calm,a head full of dreams,purpose,made in the am,this is acting,beauty behind the madness,blurry face,nine track mind,x,-1,2,1,1,0,3,1
LS122,1,19,2 Male,2/9/2017,Using,1,Made in the am,5,3,a head full of dreams,purpose,beauty behind the madness,x,made in the am,delirium,anti,lemonade,in the lonely hour,25,a head full of dreams,purpose,made in the am,x,beauty behind the madness,delirium,anti,lemonade,25,in the lonely hour,-1,-3,1,1,0,-2,1
LS123,1,19,2 Male,2/17/2017,Using,1,If i can dream,5,2,X,1989,A head full of dreams,made in the am,if i can dream,best of bowie,nothing has changed - the very best of,the very best of,chaos and the calm,blackstar,x,if i can dream,1989,a head full of dreams,made in the am,nothing has changed,best of bowie,chaos and the calm,the very best of,blackstar,-1,-5,1,1,0,-4,1
LS124,0,18,1 Female,2/17/2017,Using,1,Beauty behind the madness,6,3,Lemonade,25,Anti,X,This is Acting,Beauty Behind the Madness,Delirium,Nine Track Mind,Blurry Face,Made in the AM,lemonade,25,beauty behind the madness,x,this is acting,anti,delirium,blurry face,nine track mind,made in the am,1,-2,1,1,0,-3,1
LS125,0,18,1 Female,2/20/2017,Using,1,Delirium,6,4,i like it when you sleep for you are so,this is acting,purpose,blurry face,beauty behind the madness,delirium,nine track mind,get weird,a head full of dreams,if i can dream,i like it when you sleep for you are so,this is acting,purpose,delirium,nine track mind,get weird,blurry face,beauty behind the madness,a head full of dreams,if i can dream,1,-4,2,1,0,-5,0
LS126,0,18,1 Female,2/20/2017,Using,1,All over the world,6,5,this is acting,if i can dream,the very best of prince,a head full of dreams,blackstar,all over the world,views,chaos and the calm,delirium,in the lonely hour,this is acting,if i can dream,the very best of prince,a head full of dreams,all over the world,blackstar,views,chaos and the calm,delirium,in the lonely hour,1,-1,2,1,0,-2,0
LS127,0,19,1 Female,2/20/2017,Using,1,The very best of Prince,5,4,a head full of dreams,i like it when you sleep for you are so,best of bowie,lemonade,the very best of,legend,in the lonely hour,a moon shaped pool,this is acting,delirium,a head full of dreams,i like it when you sleep,best of bowie,the very best of prince,legend,lemonade,in the lonely hour,a moon shaped pool,this is acting,delirium,-1,-1,2,1,0,0,0
LS128,1,18,1 Female,2/20/2017,Using,1,This is acting,5,9,25,anti,in the lonely hour,x,this is acting,the very best of prince,beauty behind the madness,in the lonely hour,a head full of dreams,legend,25,the very best of prince,in the lonely hour,a head full of dreams,legend,in the lonely hour,beauty behind the madness,anti,this is acting,x,-1,7,2,1,0,8,0
LS129,0,20,1 Female,2/20/2017,Using,1,X,5,5,purpose,1989,in the lonely hour,blurry face,x,delirium,lemonade,this is acting,made in the am,nine track mind,purpose,1989,in the lonely hour,blurry face,x,delirium,this is acting,lemonade,made in the am,nine track mind,-1,-1,2,1,0,0,0
LS13,0,20,2 Male,11/28/2016,Examining,1,This is acting,6,5,The very best of Prince,1989,Best of Bowie,X,25,This is acting,If I can dream,A head full of dreams,Legend,Blurry face,The very best of Prince,1989,Best of Bowie,X,This is acting,25,If I can dream,A head full of dreams,Legend,Blurry face,1,-1,1,0,0,-2,1
LS130,1,18,1 Female,2/21/2017,Using,1,Delirium,6,5,a head full of dreams,blurry face,1989,x,25,delirium,in the lonely hour,this is acting,lemonade,anti,a head full of dreams,1989,blurry face,x,delirium,25,in the lonely hour,this is acting,lemonade,anti,1,-1,2,1,0,-2,0
LS131,1,19,1 Female,2/21/2017,Examining,1,All over the world,6,5,legend,if i can dream,best of bowie,the very best of prince,anti,all over the world,this is acting,chaos and the calm,i like it when you sleep for you are so,a head full of dreams,legend,if i can dream,best of bowie,the very best of prince,all over the world,anti,this is acting,chaos and the calm,i like it when you sleep for you are so,a head full of dreams,1,-1,2,0,0,-2,0
LS132,1,18,1 Female,2/21/2017,Examining,1,A head full of dreams,5,4,beauty behind the madness,chaos and the calm,i like it when you sleep for you are so,views,a head full of dreams,in the lonely hour,1989,a moon shaped pool,purpose,if i can dream,beauty behind the madness,chaos and the calm,views,a head full of dreams,i like it when you sleep for you are so,in the lonely hour,1989,a moon shaped pool,purpose,if i can dream,-1,-2,2,0,0,-1,0
LS133,0,20,2 Male,2/21/2017,Examining,1,The very best of prince,5,4,x,views,in the lonely hour,if i can dream,the very best of prince,beauty behind the madness,a head full of dreams,chaos and the calm,made in the am,lemonade,x,in the lonely hour,chaos and the calm,the very best of prince,views,a head full of dreams,made in the am,if i can dream,beauty behind the madness,lemonade,-1,-5,2,0,0,-4,0
LS134,1,18,1 Female,2/21/2017,Examining,1,Nothing has changed,6,5,blackstar,chaos and the calm,charleur humaine,communion,50,nothing has changed,the very best of prince,if i can dream,this is acting,all over the world,blackstar,chaos and the calm,charleur humaine,the very best of prince,nothing has changed,communion,if i can dream,this is acting,all over the world,50,1,-5,2,0,0,-6,0
LS135,0,18,1 Female,2/21/2017,Examining,1,Anti,5,5,lemonade,views,x,this is acting,anti,the very best of prince,nine track mind,legend,in the lonely hour,blurry face,lemonade,views,x,this is acting,anti,nine track mind,in the lonely hour,the very best of prince,blurry face,legend,-1,-3,2,0,0,-2,0
LS136,0,19,2 Male,2/23/2017,Examining,1,A moon shaped pool,6,5,if i can dream,the very best of,lemonade,25,communion,a moon shaped pool,best of bowie,made in the am,chaos and the calm,delirium,if i can dream,the very best of prince,25,lemonade,a moon shaped pool,communion,chaos and the calm,made in the am,best of bowie,delirium,1,-1,2,0,0,-2,0
LS137,0,18,1 Female,2/23/2017,Examining,1,The very best of prince,5,1,i like it when you sleep for you are so,get weird,communion,beauty behind the mandess,the very best of prince,purpose,x,a head full of dreams,legend,Made in the AM,the very best of prince,1989,purpose,x,beauty behind the madness,i like it when you sleep for you are so,get weird,a head full of dreams,communion,made in the am,-1,-2,2,0,0,-1,0
LS138,0,18,1 Female,2/23/2017,Examining,1,Delirium,6,5,x,blurry face,this is acting,nine track mind,in the lonely hour,delirium,purpose,anti,chaos and the calm,beauty behind the madness,x,blurry face,this is acting,nine track mind,delirium,in the lonely hour,purpose,anti,beauty behind the madness,chaos and the calm,1,-1,2,0,0,-2,0
LS139,1,18,2 Male,2/23/2017,Examining,1,A head full of dreams,5,3,blackstar,x,25,best of bowie,a head full of dreams,beauty behind the madness,blurry face,the very best of,nothing has changed,lemonade,blackstar,beauty behind the madness,a head full of dreams,x,25,blurry face,best of bowie,the very best of prince,nothing has changed,lemonade,-1,1,2,0,0,2,0
LS14,1,18,1 Female,11/28/2016,Examining,1,In the lonely hour,5,7,25,This is acting,Legend,X,In the lonely hour,Made in the AM,The very best of Prince,I like it when you sleep for you are so,A head full of dreams,Delirium,25,Legend,I like it when you sleep for you are so,The very best of Prince,This is acting,X,In the lonely hour,A head full of dreams,Made in the AM,Delirium,-1,-2,1,0,0,-1,1
LS140,1, , ,2/23/2017,Examining,1,25,5,5,anti,if i can dream,this is acting,purpose,25,views,x,beauty behind the madness,in the lonely hour,nine track mind,anti,if i can dream,purpose,this is acting,25,views,x,beauty behind the madness,in the lonely hour,nine track mind,-1,-1,2,0,0,0,0
LS141,1,20,1 Female,2/24/2017,Using,1,Blurry face,6,9,chaos and the calm,i like it when you sleep for you are so,25,a head full of dreams,purpose,blurry face,50,made in the am,1989,in the lonely hour,chaos and the calm,i like it when you sleep for you are so,made in the am,1989,in the lonely hour,a head full of dreams,25,purpose,blurry face,50,1,1,2,1,0,0,0
LS142,0,19,1 Female,2/27/2017,Using,1,25,5,1,lemonade,anti,this is acting,in the lonely hour,25,x,views,purpose,a moon shaped pool,delirium,25,lemonade,anti,in the lonely hour,this is acting,views,x,purpose,a moon shaped pool,delirium,-1,-6,2,1,0,-5,0
LS143,1,19,1 Female,2/27/2017,Using,1,Nothing has changed,5,5,1989,a head full of dreams,blurry face,made in the am,nothing has changed,delirium,x,beauty behind the madness,25,this is acting,1989,a head full of dreams,made in the am,blurry face,nothing has changed,beauty behind the madness,delirium,x,25,this is acting,-1,-2,2,1,0,-1,0
LS144,1,20,2 Male,2/27/2017,Using,1,Delirium,5,4,chaos and the calm,in the lonely hour,lemonade,views,delirium,blurry face,1989,made in the am,nine track mind,a head full of dreams,chaos and the calm,in the lonely hour,lemonade,delirium,1989,blurry face,made in the am,nine track mind,views,a head full of dreams,-1,-2,2,1,0,-1,0
LS145,0,21,2 Male,2/27/2017,Using,1,A head full of dreams,6,4,the very best of prince,legend,25,beauty behind the mandess,in the lonely hour,a head full of dreams,anti,purpose,1989,get weird,25,the very best of prince,legend,a head full of dreams,in the lonely hour,anti,beauty behind the madness,purpose,1989,get weird,1,-1,2,1,0,-2,0
LS146,1,18,1 Female,2/28/2017,Using,1,Lemonade,5,4,blurry face,beauty behind the madness,a head full of dreams,chaos and the calm,lemonade,anti,x,this is acting,views,in the lonely hour,blurry face,chaos and the calm,x,lemonade,a head full of dreams,beauty behind the madness,anti,this is acting,views,in the lonely hour,-1,-3,2,1,0,-2,0
LS147,0,18,2 Male,3/1/2017,Using,1,X,6,3,blackstar,anti,25,in the lonely hour,lemonade,x,best of bowie,a moon shaped pool,legend,i like it when you sleep for you are so,blackstar,anti,x,25,lemonade,in the lonely hour,best of bowie,a moon shaped pool,legend,i like it when you sleep for you are so,1,-2,2,1,0,-3,0
LS148,1,19,1 Female,3/1/2017,Using,1,Legend,5,8,25,purpose,delirium,in the lonely hour,legend,the very best of prince,x,blurry face,a head full of dreams,if i can dream,25,purpose,in the lonely hour,delirium,x,blurry face,a head full of dreams,legend,the very best of prince,if i can dream,-1,-1,2,1,0,0,0
LS149,0,18,1 Female,3/1/2017,Using,1,Lemonade,5,8,chaos and the calm,1989,views,i like it when you sleep for you are so,lemonade,beauty behind the madness,legend,in the lonely hour,anti,delirium,1989,delirium,chaos and the calm,i like it when you sleep for you are so,legend,beauty behind the madness,views,lemonade,in the lonely hour,anti,-1,2,2,1,0,3,0
LS15,1,18,1 Female,11/28/2016,Examining,1,Chaleur humaine,6,5,1989,If I can dream,Legend,The very best of,50,Chaleur humaine,Blackstar,Best of bowie,Nothing has changed,Communion,1989,If I can dream,The very best of Prince,Legend,Chaleur humaine,50,Blackstar,Best of bowie,Nothing has changed,Communion,1,-1,1,0,0,-2,1
LS150,1,18,1 Female,3/1/2017,Using,1,In the lonely hour,5,5,legend,chaos and the calm,views,beauty behind the mandess,in the lonely hour,made in the am,anti,1989,25,blurry face,legend,chaos and the calm,views,beauty behind the madness,in the lonely hour,made in the am,anti,1989,25,blurrfy face,-1,-1,2,1,0,0,0
LS151,0,20,1 Female,3/1/2017,Examining,1,In the lonely hour,5,4,views,25,beauty behind the madness,delirium,in the lonely hour,this is acting,legend,the very best of prince,x,get weird,views,25,beauty behind the madness,in the lonely hour,get weird,this is acting,delirium,x,legend,the very best of prince,-1,-2,2,0,0,-1,0
LS152,1,19,1 Female,3/2/2017,Examining,1,Blurry face,5,4,beauty behind the madness,x,purpose,anti,blurry face,lemonade,this is acting,a heart full of dreams,in the lonely hour,delirium,beauty behind the madness,x,purpose,blurry face,lemonade,anti,this is acting,a head full of dreams,in the lonely hour,delirium,-1,-1,2,0,0,0,0
LS153,0,19,2 Male,3/2/2017,Examining,1,Nothing has changed,5,5,a moon shaped pool,best of bowie,blackstar,charleur humaine,nothing has changed,a head full of dreams,legend,beauty behind the madness,if i can dream,in the lonely hour,a moon shaped pool,best of bowie,blackstar,charleur humaine,nothing has changed,a head full of dreams,legend,beauty behind the madness,if i can dream,in the lonely hour,-1,-1,2,0,0,0,0
LS154,0,18,1 Female,3/2/2017,Examining,1,Blurry face,6,3,in the lonely hour,nine track mind,x,purpose,beauty behind the madness,blurry face,lemonade,a head full of dreams,chaos and the calm,50,in the lonely hour,nine track mind,blurry face,purpose,x,a head full of dreams,beauty behind the madness,lemonade,50,chaos and the calm,1,-4,2,0,0,-5,0
LS155,0,19,1 Female,3/2/2017,Examining,0,Get weird,0,0,anti (1),delirium (1),nine track mind (3),legend (4),get weird (5),blackstar (6),best of bowie (6),i cry when i laugh (6),the very best of prince (6),nothing has changed (6),anti (1),delirium (1),nine track mind (3),get weird (4),legend (5),i cry when i laugh (5),blackstar (6),best of bowie (6),the very best of prince (6),nothing has changed (6),0, ,2,0,1, ,0
LS156,1,20,2 Male,3/3/2017,Examining,1,Legend,5,5,x,anti,communion,50,legend,1989,made in the am,views,25,purpose,x,anti,communion,50,legend,1989,made in the am,views,25,purpose,-1,-1,2,0,0,0,0
LS157,1,23,1 Female,3/3/2017,Examining,1,Lemonade,6,4,25,this is acting,nine track mind,purpose,anti,lemonade,1989,if i can dream,chaos and the calm,charleur humaine,25,this is acting,nine track mind,lemonade,purpose,anti,1989,if i can dream,chaos and the calm,charleur humaine,1,-2,2,0,0,-3,0
LS158,0,19,1 Female,3/3/2017,Examining,1,Beauty behind the madness,5,2,X,If i can dream,25,blurry face,beauty behind the madness,chaos and the calm,this is acting,nothing has changed: the very best of,views,i like it when you sleep for you are so,x,beauty behind the madness,blurry face,chaos and the calm,if i can dream,25,this is acting,views,nothing has changed,i like it when you sleep for you are so,-1,-2,2,0,0,-1,0
LS159,1,19,1 Female,3/13/2017,Examining,1,Legend,5,4,purpose,anti,i like it when you sleep for you are so,x,legend,in the lonely hour,nothing has changed,the very best of prince,nine track mind,chaos and the calm,purpose,anti,x,legend,i like it when you sleep for you are so,in the lonely hour,nothing has changed,the very best of prince,nine track mind,chaos and the calm,-1,-2,2,0,0,-1,0
LS16,0,17,1 Female,11/28/2016,Examining,1,Chaos and the calm,6,5,Beauty behind the madness,25,Purpose,Communion,Views,Chaos and the calm,Delirium,In the lonely hour,X,Lemonade,Beauty behind the madness,25,Purpose,Communion,Chaos and the calm,Views,Delirium,X,In the lonely hour,Lemonade,1,-1,1,0,0,-2,1
LS160,1,20,1 Female,3/13/2017,Examining,1,Beauty behind the madness,6,4,Anti,Blurry Face,this is acting,i like it when you sleep for you are so,delirium,beauty behind the madness,nine track mind,in the lonely hour,made in the am,get weird,anti,this is acting,blurry face,beauty behind the madness,i like it when you sleep for you are so,delirium,made in the am,in the lonely hour,nine track mind,get weird,1,-2,2,0,0,-3,0
LS161,1,18,2 Male,3/3/2017,Using,1,A head full of dreams,6,1,views,beauty behind the madness,lemonade,legend,delirium,a head full of dreams,25,anti,blurry face,best of bowie,a head full of dreams,delirium,beauty behind the madness,views,lemonade,anti,25,blurry face,best of bowie,legend,1,-1,2,1,0,-2,0
LS162,0,20,1 Female,3/13/2017,Using,1,Anti,5,5,25,purpose,views,beauty behind the madness,anti,i like it when you sleep for you are so,made in the am,get weird,delirium,this is acting,25,purpose,views,beauty behind the madness,anti,i like it when you sleep for you are so,made in the am,get weird,delirium,this is acting,-1,-1,2,1,0,0,0
LS163,1,19,1 Female,3/13/2017,Using,1,Beauty behind the madness,5,2,lemonade,if i can dream,in the lonely hour,the very best of prince,beauty behind the madness,made in the am,1989,anti,delirium,views,in the lonely hour,beauty behind the madness,lemonade,if i can dream,the very best of prince,views,anti,made in the am,delirium,1989,-1,-6,2,1,0,-5,0
LS164,0,18,1 Female,3/16/2017,Using,1,The very best of prince,5,5,chaos and the calm,i like it when you sleep for you are so,best of bowie,a head full of dreams,the very best of prince,charleur humaine,legend,this is acting,beauty behind the madness,delirium,chaos and the calm,i like it when you sleep for you are so,a head full of dreams,best of bowie,the very best of prince,legend,charleur humaine,this is acting,beauty behind the madness,delirium,-1,-2,2,1,0,-1,0
LS165,0,18,2 Male,3/16/2017,Using,1,In the lonely hour,6,4,the very best of prince,this is acting,50,legend,i cry when i laugh,in the lonely hour,get weird,25,chaos and the calm,purpose,the very best of prince,legend,50,in the lonely hour,this is acting,chaos and the calm,get weird,25,i cry when i laugh,purpose,1,-5,2,1,0,-6,0
LS166,1,19,1 Female,3/17/2017,Using,1,Nine track mind,5,3,x,blurry face,delirium,beauty behind the madness,nine track mind,in the lonely hour,i like it when you sleep for you are so,a moon shaped pool,anti,lemonade,x,beauty behind the madness,nine track mind,delirium,blurry face,in the lonely hour,i like it when you sleep for you are so,a moon shaped pool,lemonade,anti,-1,-3,2,1,0,-2,0
LS167,1,18,1 Female,3/17/2017,Using,1,This is acting,5,3,chaos and the calm,a head full f dreams,i like it when you sleep for you are so,nine track mind,this is acting,legend,lemonade,delirium,the very best of,anti,chaos and the calm,nine track mind,this is acting,i like it when you sleep for you are so,lemonade,delirium,legend,a head full of dreams,anti,the very best of prince,-1,-4,2,1,0,-3,0
LS168,1,19,1 Female,3/20/2017,Using,1,Delirium,5,4,25,made in the am,purpose,a head full of dreams,delirium,anti,x,if i can dream,views,lemonade,x,made in the am,a head full of dreams,delirium,purpose,25,anti,lemonade,views,if i can dream,-1,-3,2,1,0,-2,0
LS169,1,19,1 Female,3/21/2017,Using,1,Nine track mind,5,2,delirium,25,1989,made in the am,nine track mind,chaos and the calm,lemonade,purpose,in the lonely hour,a head full of dreams,delirium,nine track mind,25,1989,made in the am,in the lonely hour,chaos and the calm,lemonade,purpose,a head full of dreams,-1,-5,2,1,0,-4,0
LS17,1,18,1 Female,11/28/2016,Examining,1,Made in the AM,6,3,Lemonade,Anti,A head full of dreams,Blurry face,Purpose,Made in the AM,I like it when you sleep for you are so,A moon shaped pool,In the lonely hour,Nine track mind,Lemonade,Anti,Made in the AM,A head full of dreams,Blurry face,Purpose,I like it when you sleep for you are so,A moon shaped pool,In the lonely hour,Nine track mind,1,-3,1,0,0,-4,1
LS170,1,18,1 Female,3/21/2017,Using,1,A head full of dreams,6,5,25,lemonade,in the lonely hour,beauty behind the madness,best of bowie,a head full of dreams,legend,blurry face,anti,get weird,25,lemonade,in the lonely hour,best of bowie,a head full of dreams,beauty behind the madness,blurry face,legend,anti,get weird,1,1,2,1,0,0,0
LS171,1,21,1 Female,3/21/2017,Examining,1,Legend,5,4,a head full of dreams,best of bowie,a moon shaped pool,nothing has changed,legend,in the lonely hour,the very best of prince,if i can dream,blackstar,x,a head full of dreams,best of bowie,the very best of prince,legend,a moon shaped pool,nothing has changed,in the lonely hour,if i can dream,blackstar,x,-1,-3,2,0,0,-2,0
LS172,1,19,2 Male,3/21/2017,Examining,1,Views,5,3,blackstar,nothing has changed,legend,if i can dream,views,25,a moon shaped pool,1989,lemonade,a head full of dreams,blackstar,nothing has changed,views,legend,if i can dream,25,a moon shaped pool,1989,lemonade,a head full of dreams,-1,-3,2,0,0,-2,0
LS173,0,19,1 Female,3/21/2017,Examining,1,I like it when you sleep for you are so,5,5,beauty behind the madness,blurry face,a head full of dreams,legend,i like it when you sleep for you are so,anti,views,best of bowie,the very best of prince,a moon shaped pool,beauty behind the madness,blurry face,a head full of dreams,legend,i like it when you sleep for you are so,anti,the very best of prince,a moon shaped pool,best of bowie,views,-1,-1,2,0,0,0,0
LS174,1,18,1 Female,3/21/2017,Examining,1,A head full of dreams,5,4,1989,lemonade,25,x,a head full of dreams,delirium,in the lonely hour,nine track mind,get weird,beauty behind the madness,25,1989,x,a head full of dreams,delirium,in the lonely hour,lemonade,nine track mind,get weird,beauty behind the madness,-1,-1,2,0,0,0,0
